district,region,pcode,year,month,cdi
Adan Yabaal,Middle Shabelle,2102,2013,1,
Adan Yabaal,Middle Shabelle,2102,2013,2,
Adan Yabaal,Middle Shabelle,2102,2013,3,
Adan Yabaal,Middle Shabelle,2102,2013,4,
Adan Yabaal,Middle Shabelle,2102,2013,5,
Adan Yabaal,Middle Shabelle,2102,2013,6,
Adan Yabaal,Middle Shabelle,2102,2013,7,
Adan Yabaal,Middle Shabelle,2102,2013,8,
Adan Yabaal,Middle Shabelle,2102,2013,9,
Adan Yabaal,Middle Shabelle,2102,2013,10,
Adan Yabaal,Middle Shabelle,2102,2013,11,
Adan Yabaal,Middle Shabelle,2102,2013,12,
Adan Yabaal,Middle Shabelle,2102,2014,1,
Adan Yabaal,Middle Shabelle,2102,2014,2,
Adan Yabaal,Middle Shabelle,2102,2014,3,
Adan Yabaal,Middle Shabelle,2102,2014,4,
Adan Yabaal,Middle Shabelle,2102,2014,5,
Adan Yabaal,Middle Shabelle,2102,2014,6,
Adan Yabaal,Middle Shabelle,2102,2014,7,
Adan Yabaal,Middle Shabelle,2102,2014,8,
Adan Yabaal,Middle Shabelle,2102,2014,9,
Adan Yabaal,Middle Shabelle,2102,2014,10,
Adan Yabaal,Middle Shabelle,2102,2014,11,
Adan Yabaal,Middle Shabelle,2102,2014,12,
Adan Yabaal,Middle Shabelle,2102,2015,1,0.77
Adan Yabaal,Middle Shabelle,2102,2015,2,0.72
Adan Yabaal,Middle Shabelle,2102,2015,3,0.62
Adan Yabaal,Middle Shabelle,2102,2015,4,1.22
Adan Yabaal,Middle Shabelle,2102,2015,5,1.29
Adan Yabaal,Middle Shabelle,2102,2015,6,1.15
Adan Yabaal,Middle Shabelle,2102,2015,7,0.86
Adan Yabaal,Middle Shabelle,2102,2015,8,0.85
Adan Yabaal,Middle Shabelle,2102,2015,9,0.79
Adan Yabaal,Middle Shabelle,2102,2015,10,0.8
Adan Yabaal,Middle Shabelle,2102,2015,11,1.14
Adan Yabaal,Middle Shabelle,2102,2015,12,1.15
Adan Yabaal,Middle Shabelle,2102,2016,1,1.12
Adan Yabaal,Middle Shabelle,2102,2016,2,0.99
Adan Yabaal,Middle Shabelle,2102,2016,3,0.94
Adan Yabaal,Middle Shabelle,2102,2016,4,0.53
Adan Yabaal,Middle Shabelle,2102,2016,5,0.57
Adan Yabaal,Middle Shabelle,2102,2016,6,0.73
Adan Yabaal,Middle Shabelle,2102,2016,7,0.66
Adan Yabaal,Middle Shabelle,2102,2016,8,0.52
Adan Yabaal,Middle Shabelle,2102,2016,9,0.56
Adan Yabaal,Middle Shabelle,2102,2016,10,0.57
Adan Yabaal,Middle Shabelle,2102,2016,11,0.37
Adan Yabaal,Middle Shabelle,2102,2016,12,0.29
Adan Yabaal,Middle Shabelle,2102,2017,1,0.31
Adan Yabaal,Middle Shabelle,2102,2017,2,0.42
Adan Yabaal,Middle Shabelle,2102,2017,3,0.38
Adan Yabaal,Middle Shabelle,2102,2017,4,0.44
Adan Yabaal,Middle Shabelle,2102,2017,5,0.45
Adan Yabaal,Middle Shabelle,2102,2017,6,0.48
Adan Yabaal,Middle Shabelle,2102,2017,7,0.53
Adan Yabaal,Middle Shabelle,2102,2017,8,0.75
Adan Yabaal,Middle Shabelle,2102,2017,9,0.9
Adan Yabaal,Middle Shabelle,2102,2017,10,0.73
Adan Yabaal,Middle Shabelle,2102,2017,11,0.88
Adan Yabaal,Middle Shabelle,2102,2017,12,0.91
Adan Yabaal,Middle Shabelle,2102,2018,1,0.87
Adan Yabaal,Middle Shabelle,2102,2018,2,0.76
Adan Yabaal,Middle Shabelle,2102,2018,3,1.11
Adan Yabaal,Middle Shabelle,2102,2018,4,2.03
Adan Yabaal,Middle Shabelle,2102,2018,5,2.12
Adan Yabaal,Middle Shabelle,2102,2018,6,1.97
Adan Yabaal,Middle Shabelle,2102,2018,7,2.01
Adan Yabaal,Middle Shabelle,2102,2018,8,1.9
Adan Yabaal,Middle Shabelle,2102,2018,9,1.85
Adan Yabaal,Middle Shabelle,2102,2018,10,1.11
Adan Yabaal,Middle Shabelle,2102,2018,11,0.89
Adan Yabaal,Middle Shabelle,2102,2018,12,0.97
Adan Yabaal,Middle Shabelle,2102,2019,1,0.96
Adan Yabaal,Middle Shabelle,2102,2019,2,0.89
Adan Yabaal,Middle Shabelle,2102,2019,3,0.99
Adan Yabaal,Middle Shabelle,2102,2019,4,0.96
Adan Yabaal,Middle Shabelle,2102,2019,5,1.23
Adan Yabaal,Middle Shabelle,2102,2019,6,1.3
Adan Yabaal,Middle Shabelle,2102,2019,7,1.83
Adan Yabaal,Middle Shabelle,2102,2019,8,1.88
Adan Yabaal,Middle Shabelle,2102,2019,9,1.33
Adan Yabaal,Middle Shabelle,2102,2019,10,2.35
Adan Yabaal,Middle Shabelle,2102,2019,11,3
Adan Yabaal,Middle Shabelle,2102,2019,12,3.31
Adan Yabaal,Middle Shabelle,2102,2020,1,3.44
Adan Yabaal,Middle Shabelle,2102,2020,2,3.93
Adan Yabaal,Middle Shabelle,2102,2020,3,5.13
Adan Yabaal,Middle Shabelle,2102,2020,4,2.99
Adan Yabaal,Middle Shabelle,2102,2020,5,1.62
Adan Yabaal,Middle Shabelle,2102,2020,6,1.63
Adan Yabaal,Middle Shabelle,2102,2020,7,2.58
Adan Yabaal,Middle Shabelle,2102,2020,8,2.98
Adan Yabaal,Middle Shabelle,2102,2020,9,1.92
Adan Yabaal,Middle Shabelle,2102,2020,10,2.51
Adan Yabaal,Middle Shabelle,2102,2020,11,2.52
Adan Yabaal,Middle Shabelle,2102,2020,12,2.85
Adan Yabaal,Middle Shabelle,2102,2021,1,2.47
Adan Yabaal,Middle Shabelle,2102,2021,2,2.34
Adan Yabaal,Middle Shabelle,2102,2021,3,2.37
Adan Yabaal,Middle Shabelle,2102,2021,4,0.93
Adan Yabaal,Middle Shabelle,2102,2021,5,0.83
Adan Yabaal,Middle Shabelle,2102,2021,6,0.78
Adan Yabaal,Middle Shabelle,2102,2021,7,0.9
Adan Yabaal,Middle Shabelle,2102,2021,8,0.91
Adan Yabaal,Middle Shabelle,2102,2021,9,0.72
Adan Yabaal,Middle Shabelle,2102,2021,10,0.55
Adan Yabaal,Middle Shabelle,2102,2021,11,0.42
Adan Yabaal,Middle Shabelle,2102,2021,12,0.36
Adan Yabaal,Middle Shabelle,2102,2022,1,0.26
Adan Yabaal,Middle Shabelle,2102,2022,2,0.32
Adan Yabaal,Middle Shabelle,2102,2022,3,0.38
Adan Yabaal,Middle Shabelle,2102,2022,4,0.41
Adan Yabaal,Middle Shabelle,2102,2022,5,0.68
Adan Yabaal,Middle Shabelle,2102,2022,6,0.84
Adan Yabaal,Middle Shabelle,2102,2022,7,1.1
Adan Yabaal,Middle Shabelle,2102,2022,8,1.15
Adan Yabaal,Middle Shabelle,2102,2022,9,1.01
Adan Yabaal,Middle Shabelle,2102,2022,10,0.86
Adan Yabaal,Middle Shabelle,2102,2022,11,0.73
Adan Yabaal,Middle Shabelle,2102,2022,12,0.86
Adan Yabaal,Middle Shabelle,2102,2023,1,0.81
Adan Yabaal,Middle Shabelle,2102,2023,2,0.86
Adan Yabaal,Middle Shabelle,2102,2023,3,0.98
Adan Yabaal,Middle Shabelle,2102,2023,4,1.36
Adan Yabaal,Middle Shabelle,2102,2023,5,1.28
Adan Yabaal,Middle Shabelle,2102,2023,6,1.19
Adan Yabaal,Middle Shabelle,2102,2023,7,
Afgooye,Lower Shabelle,2302,2013,1,
Afgooye,Lower Shabelle,2302,2013,2,
Afgooye,Lower Shabelle,2302,2013,3,
Afgooye,Lower Shabelle,2302,2013,4,
Afgooye,Lower Shabelle,2302,2013,5,
Afgooye,Lower Shabelle,2302,2013,6,
Afgooye,Lower Shabelle,2302,2013,7,
Afgooye,Lower Shabelle,2302,2013,8,
Afgooye,Lower Shabelle,2302,2013,9,
Afgooye,Lower Shabelle,2302,2013,10,
Afgooye,Lower Shabelle,2302,2013,11,
Afgooye,Lower Shabelle,2302,2013,12,
Afgooye,Lower Shabelle,2302,2014,1,
Afgooye,Lower Shabelle,2302,2014,2,
Afgooye,Lower Shabelle,2302,2014,3,
Afgooye,Lower Shabelle,2302,2014,4,
Afgooye,Lower Shabelle,2302,2014,5,
Afgooye,Lower Shabelle,2302,2014,6,
Afgooye,Lower Shabelle,2302,2014,7,
Afgooye,Lower Shabelle,2302,2014,8,
Afgooye,Lower Shabelle,2302,2014,9,
Afgooye,Lower Shabelle,2302,2014,10,
Afgooye,Lower Shabelle,2302,2014,11,
Afgooye,Lower Shabelle,2302,2014,12,
Afgooye,Lower Shabelle,2302,2015,1,0.89
Afgooye,Lower Shabelle,2302,2015,2,0.53
Afgooye,Lower Shabelle,2302,2015,3,0.51
Afgooye,Lower Shabelle,2302,2015,4,1.07
Afgooye,Lower Shabelle,2302,2015,5,1.11
Afgooye,Lower Shabelle,2302,2015,6,0.93
Afgooye,Lower Shabelle,2302,2015,7,0.63
Afgooye,Lower Shabelle,2302,2015,8,0.64
Afgooye,Lower Shabelle,2302,2015,9,0.65
Afgooye,Lower Shabelle,2302,2015,10,0.8
Afgooye,Lower Shabelle,2302,2015,11,1.05
Afgooye,Lower Shabelle,2302,2015,12,1.12
Afgooye,Lower Shabelle,2302,2016,1,1.11
Afgooye,Lower Shabelle,2302,2016,2,1.27
Afgooye,Lower Shabelle,2302,2016,3,1.47
Afgooye,Lower Shabelle,2302,2016,4,0.89
Afgooye,Lower Shabelle,2302,2016,5,0.56
Afgooye,Lower Shabelle,2302,2016,6,0.75
Afgooye,Lower Shabelle,2302,2016,7,0.92
Afgooye,Lower Shabelle,2302,2016,8,0.78
Afgooye,Lower Shabelle,2302,2016,9,0.63
Afgooye,Lower Shabelle,2302,2016,10,0.47
Afgooye,Lower Shabelle,2302,2016,11,0.35
Afgooye,Lower Shabelle,2302,2016,12,0.25
Afgooye,Lower Shabelle,2302,2017,1,0.27
Afgooye,Lower Shabelle,2302,2017,2,0.38
Afgooye,Lower Shabelle,2302,2017,3,0.43
Afgooye,Lower Shabelle,2302,2017,4,0.57
Afgooye,Lower Shabelle,2302,2017,5,0.47
Afgooye,Lower Shabelle,2302,2017,6,0.47
Afgooye,Lower Shabelle,2302,2017,7,0.46
Afgooye,Lower Shabelle,2302,2017,8,0.48
Afgooye,Lower Shabelle,2302,2017,9,0.48
Afgooye,Lower Shabelle,2302,2017,10,0.39
Afgooye,Lower Shabelle,2302,2017,11,0.57
Afgooye,Lower Shabelle,2302,2017,12,0.66
Afgooye,Lower Shabelle,2302,2018,1,0.73
Afgooye,Lower Shabelle,2302,2018,2,0.64
Afgooye,Lower Shabelle,2302,2018,3,0.87
Afgooye,Lower Shabelle,2302,2018,4,1.66
Afgooye,Lower Shabelle,2302,2018,5,2.28
Afgooye,Lower Shabelle,2302,2018,6,2.01
Afgooye,Lower Shabelle,2302,2018,7,1.98
Afgooye,Lower Shabelle,2302,2018,8,1.9
Afgooye,Lower Shabelle,2302,2018,9,1.52
Afgooye,Lower Shabelle,2302,2018,10,0.82
Afgooye,Lower Shabelle,2302,2018,11,0.48
Afgooye,Lower Shabelle,2302,2018,12,0.66
Afgooye,Lower Shabelle,2302,2019,1,0.85
Afgooye,Lower Shabelle,2302,2019,2,0.84
Afgooye,Lower Shabelle,2302,2019,3,1
Afgooye,Lower Shabelle,2302,2019,4,0.81
Afgooye,Lower Shabelle,2302,2019,5,1.05
Afgooye,Lower Shabelle,2302,2019,6,1.02
Afgooye,Lower Shabelle,2302,2019,7,1.17
Afgooye,Lower Shabelle,2302,2019,8,1.19
Afgooye,Lower Shabelle,2302,2019,9,1.07
Afgooye,Lower Shabelle,2302,2019,10,1.93
Afgooye,Lower Shabelle,2302,2019,11,2.08
Afgooye,Lower Shabelle,2302,2019,12,2.52
Afgooye,Lower Shabelle,2302,2020,1,2.54
Afgooye,Lower Shabelle,2302,2020,2,2.85
Afgooye,Lower Shabelle,2302,2020,3,3.23
Afgooye,Lower Shabelle,2302,2020,4,2.38
Afgooye,Lower Shabelle,2302,2020,5,1.74
Afgooye,Lower Shabelle,2302,2020,6,1.81
Afgooye,Lower Shabelle,2302,2020,7,2.51
Afgooye,Lower Shabelle,2302,2020,8,2.59
Afgooye,Lower Shabelle,2302,2020,9,2.07
Afgooye,Lower Shabelle,2302,2020,10,2.13
Afgooye,Lower Shabelle,2302,2020,11,2.09
Afgooye,Lower Shabelle,2302,2020,12,2.28
Afgooye,Lower Shabelle,2302,2021,1,1.84
Afgooye,Lower Shabelle,2302,2021,2,1.79
Afgooye,Lower Shabelle,2302,2021,3,1.54
Afgooye,Lower Shabelle,2302,2021,4,0.87
Afgooye,Lower Shabelle,2302,2021,5,0.77
Afgooye,Lower Shabelle,2302,2021,6,0.75
Afgooye,Lower Shabelle,2302,2021,7,0.83
Afgooye,Lower Shabelle,2302,2021,8,0.86
Afgooye,Lower Shabelle,2302,2021,9,0.89
Afgooye,Lower Shabelle,2302,2021,10,0.84
Afgooye,Lower Shabelle,2302,2021,11,0.52
Afgooye,Lower Shabelle,2302,2021,12,0.38
Afgooye,Lower Shabelle,2302,2022,1,0.29
Afgooye,Lower Shabelle,2302,2022,2,0.36
Afgooye,Lower Shabelle,2302,2022,3,0.36
Afgooye,Lower Shabelle,2302,2022,4,0.42
Afgooye,Lower Shabelle,2302,2022,5,0.54
Afgooye,Lower Shabelle,2302,2022,6,0.57
Afgooye,Lower Shabelle,2302,2022,7,0.78
Afgooye,Lower Shabelle,2302,2022,8,0.88
Afgooye,Lower Shabelle,2302,2022,9,0.79
Afgooye,Lower Shabelle,2302,2022,10,0.53
Afgooye,Lower Shabelle,2302,2022,11,0.85
Afgooye,Lower Shabelle,2302,2022,12,0.92
Afgooye,Lower Shabelle,2302,2023,1,0.75
Afgooye,Lower Shabelle,2302,2023,2,0.71
Afgooye,Lower Shabelle,2302,2023,3,0.78
Afgooye,Lower Shabelle,2302,2023,4,1.5
Afgooye,Lower Shabelle,2302,2023,5,1.43
Afgooye,Lower Shabelle,2302,2023,6,1.23
Afgooye,Lower Shabelle,2302,2023,7,
Afmadow,Lower Juba,2802,2013,1,
Afmadow,Lower Juba,2802,2013,2,
Afmadow,Lower Juba,2802,2013,3,
Afmadow,Lower Juba,2802,2013,4,
Afmadow,Lower Juba,2802,2013,5,
Afmadow,Lower Juba,2802,2013,6,
Afmadow,Lower Juba,2802,2013,7,
Afmadow,Lower Juba,2802,2013,8,
Afmadow,Lower Juba,2802,2013,9,
Afmadow,Lower Juba,2802,2013,10,
Afmadow,Lower Juba,2802,2013,11,
Afmadow,Lower Juba,2802,2013,12,
Afmadow,Lower Juba,2802,2014,1,
Afmadow,Lower Juba,2802,2014,2,
Afmadow,Lower Juba,2802,2014,3,
Afmadow,Lower Juba,2802,2014,4,
Afmadow,Lower Juba,2802,2014,5,
Afmadow,Lower Juba,2802,2014,6,
Afmadow,Lower Juba,2802,2014,7,
Afmadow,Lower Juba,2802,2014,8,
Afmadow,Lower Juba,2802,2014,9,
Afmadow,Lower Juba,2802,2014,10,
Afmadow,Lower Juba,2802,2014,11,
Afmadow,Lower Juba,2802,2014,12,
Afmadow,Lower Juba,2802,2015,1,0.73
Afmadow,Lower Juba,2802,2015,2,0.49
Afmadow,Lower Juba,2802,2015,3,0.71
Afmadow,Lower Juba,2802,2015,4,1.25
Afmadow,Lower Juba,2802,2015,5,1.15
Afmadow,Lower Juba,2802,2015,6,1.03
Afmadow,Lower Juba,2802,2015,7,0.77
Afmadow,Lower Juba,2802,2015,8,0.78
Afmadow,Lower Juba,2802,2015,9,0.81
Afmadow,Lower Juba,2802,2015,10,0.82
Afmadow,Lower Juba,2802,2015,11,1.14
Afmadow,Lower Juba,2802,2015,12,1.36
Afmadow,Lower Juba,2802,2016,1,1.32
Afmadow,Lower Juba,2802,2016,2,1.39
Afmadow,Lower Juba,2802,2016,3,1.33
Afmadow,Lower Juba,2802,2016,4,0.96
Afmadow,Lower Juba,2802,2016,5,0.56
Afmadow,Lower Juba,2802,2016,6,0.48
Afmadow,Lower Juba,2802,2016,7,0.48
Afmadow,Lower Juba,2802,2016,8,0.47
Afmadow,Lower Juba,2802,2016,9,0.46
Afmadow,Lower Juba,2802,2016,10,0.25
Afmadow,Lower Juba,2802,2016,11,0.34
Afmadow,Lower Juba,2802,2016,12,0.36
Afmadow,Lower Juba,2802,2017,1,0.38
Afmadow,Lower Juba,2802,2017,2,0.47
Afmadow,Lower Juba,2802,2017,3,0.51
Afmadow,Lower Juba,2802,2017,4,0.57
Afmadow,Lower Juba,2802,2017,5,0.55
Afmadow,Lower Juba,2802,2017,6,0.58
Afmadow,Lower Juba,2802,2017,7,0.55
Afmadow,Lower Juba,2802,2017,8,0.68
Afmadow,Lower Juba,2802,2017,9,0.81
Afmadow,Lower Juba,2802,2017,10,0.59
Afmadow,Lower Juba,2802,2017,11,0.49
Afmadow,Lower Juba,2802,2017,12,0.41
Afmadow,Lower Juba,2802,2018,1,0.44
Afmadow,Lower Juba,2802,2018,2,0.43
Afmadow,Lower Juba,2802,2018,3,0.7
Afmadow,Lower Juba,2802,2018,4,1.32
Afmadow,Lower Juba,2802,2018,5,1.9
Afmadow,Lower Juba,2802,2018,6,1.89
Afmadow,Lower Juba,2802,2018,7,1.94
Afmadow,Lower Juba,2802,2018,8,1.94
Afmadow,Lower Juba,2802,2018,9,1.82
Afmadow,Lower Juba,2802,2018,10,1.34
Afmadow,Lower Juba,2802,2018,11,0.57
Afmadow,Lower Juba,2802,2018,12,0.58
Afmadow,Lower Juba,2802,2019,1,0.68
Afmadow,Lower Juba,2802,2019,2,0.8
Afmadow,Lower Juba,2802,2019,3,0.82
Afmadow,Lower Juba,2802,2019,4,0.76
Afmadow,Lower Juba,2802,2019,5,1.19
Afmadow,Lower Juba,2802,2019,6,1.4
Afmadow,Lower Juba,2802,2019,7,1.41
Afmadow,Lower Juba,2802,2019,8,1.38
Afmadow,Lower Juba,2802,2019,9,1.62
Afmadow,Lower Juba,2802,2019,10,3.08
Afmadow,Lower Juba,2802,2019,11,2.71
Afmadow,Lower Juba,2802,2019,12,2.62
Afmadow,Lower Juba,2802,2020,1,2.84
Afmadow,Lower Juba,2802,2020,2,3.21
Afmadow,Lower Juba,2802,2020,3,3.61
Afmadow,Lower Juba,2802,2020,4,2.38
Afmadow,Lower Juba,2802,2020,5,1.58
Afmadow,Lower Juba,2802,2020,6,1.71
Afmadow,Lower Juba,2802,2020,7,2.07
Afmadow,Lower Juba,2802,2020,8,2.22
Afmadow,Lower Juba,2802,2020,9,1.84
Afmadow,Lower Juba,2802,2020,10,1.51
Afmadow,Lower Juba,2802,2020,11,1.65
Afmadow,Lower Juba,2802,2020,12,1.36
Afmadow,Lower Juba,2802,2021,1,1.06
Afmadow,Lower Juba,2802,2021,2,1.1
Afmadow,Lower Juba,2802,2021,3,1.05
Afmadow,Lower Juba,2802,2021,4,0.82
Afmadow,Lower Juba,2802,2021,5,0.8
Afmadow,Lower Juba,2802,2021,6,0.99
Afmadow,Lower Juba,2802,2021,7,1.21
Afmadow,Lower Juba,2802,2021,8,1.15
Afmadow,Lower Juba,2802,2021,9,1.27
Afmadow,Lower Juba,2802,2021,10,1.08
Afmadow,Lower Juba,2802,2021,11,0.7
Afmadow,Lower Juba,2802,2021,12,0.7
Afmadow,Lower Juba,2802,2022,1,0.81
Afmadow,Lower Juba,2802,2022,2,0.71
Afmadow,Lower Juba,2802,2022,3,0.52
Afmadow,Lower Juba,2802,2022,4,0.5
Afmadow,Lower Juba,2802,2022,5,0.56
Afmadow,Lower Juba,2802,2022,6,0.72
Afmadow,Lower Juba,2802,2022,7,0.87
Afmadow,Lower Juba,2802,2022,8,0.91
Afmadow,Lower Juba,2802,2022,9,1.03
Afmadow,Lower Juba,2802,2022,10,1.05
Afmadow,Lower Juba,2802,2022,11,0.65
Afmadow,Lower Juba,2802,2022,12,0.65
Afmadow,Lower Juba,2802,2023,1,0.66
Afmadow,Lower Juba,2802,2023,2,0.73
Afmadow,Lower Juba,2802,2023,3,0.94
Afmadow,Lower Juba,2802,2023,4,1.46
Afmadow,Lower Juba,2802,2023,5,1.64
Afmadow,Lower Juba,2802,2023,6,1.59
Afmadow,Lower Juba,2802,2023,7,
Baardheere,Gedo,2602,2013,1,
Baardheere,Gedo,2602,2013,2,
Baardheere,Gedo,2602,2013,3,
Baardheere,Gedo,2602,2013,4,
Baardheere,Gedo,2602,2013,5,
Baardheere,Gedo,2602,2013,6,
Baardheere,Gedo,2602,2013,7,
Baardheere,Gedo,2602,2013,8,
Baardheere,Gedo,2602,2013,9,
Baardheere,Gedo,2602,2013,10,
Baardheere,Gedo,2602,2013,11,
Baardheere,Gedo,2602,2013,12,
Baardheere,Gedo,2602,2014,1,
Baardheere,Gedo,2602,2014,2,
Baardheere,Gedo,2602,2014,3,
Baardheere,Gedo,2602,2014,4,
Baardheere,Gedo,2602,2014,5,
Baardheere,Gedo,2602,2014,6,
Baardheere,Gedo,2602,2014,7,
Baardheere,Gedo,2602,2014,8,
Baardheere,Gedo,2602,2014,9,
Baardheere,Gedo,2602,2014,10,
Baardheere,Gedo,2602,2014,11,
Baardheere,Gedo,2602,2014,12,
Baardheere,Gedo,2602,2015,1,0.75
Baardheere,Gedo,2602,2015,2,0.51
Baardheere,Gedo,2602,2015,3,0.52
Baardheere,Gedo,2602,2015,4,1.02
Baardheere,Gedo,2602,2015,5,1.12
Baardheere,Gedo,2602,2015,6,1.17
Baardheere,Gedo,2602,2015,7,1.1
Baardheere,Gedo,2602,2015,8,0.92
Baardheere,Gedo,2602,2015,9,0.68
Baardheere,Gedo,2602,2015,10,0.89
Baardheere,Gedo,2602,2015,11,1.15
Baardheere,Gedo,2602,2015,12,1.06
Baardheere,Gedo,2602,2016,1,0.89
Baardheere,Gedo,2602,2016,2,0.97
Baardheere,Gedo,2602,2016,3,1.1
Baardheere,Gedo,2602,2016,4,0.83
Baardheere,Gedo,2602,2016,5,0.58
Baardheere,Gedo,2602,2016,6,0.62
Baardheere,Gedo,2602,2016,7,0.58
Baardheere,Gedo,2602,2016,8,0.5
Baardheere,Gedo,2602,2016,9,0.52
Baardheere,Gedo,2602,2016,10,0.29
Baardheere,Gedo,2602,2016,11,0.36
Baardheere,Gedo,2602,2016,12,0.48
Baardheere,Gedo,2602,2017,1,0.58
Baardheere,Gedo,2602,2017,2,0.64
Baardheere,Gedo,2602,2017,3,0.64
Baardheere,Gedo,2602,2017,4,0.66
Baardheere,Gedo,2602,2017,5,0.53
Baardheere,Gedo,2602,2017,6,0.55
Baardheere,Gedo,2602,2017,7,0.52
Baardheere,Gedo,2602,2017,8,0.63
Baardheere,Gedo,2602,2017,9,0.75
Baardheere,Gedo,2602,2017,10,0.59
Baardheere,Gedo,2602,2017,11,0.7
Baardheere,Gedo,2602,2017,12,0.75
Baardheere,Gedo,2602,2018,1,0.74
Baardheere,Gedo,2602,2018,2,0.64
Baardheere,Gedo,2602,2018,3,0.87
Baardheere,Gedo,2602,2018,4,1.57
Baardheere,Gedo,2602,2018,5,2.05
Baardheere,Gedo,2602,2018,6,1.93
Baardheere,Gedo,2602,2018,7,1.91
Baardheere,Gedo,2602,2018,8,1.88
Baardheere,Gedo,2602,2018,9,1.87
Baardheere,Gedo,2602,2018,10,1.19
Baardheere,Gedo,2602,2018,11,0.69
Baardheere,Gedo,2602,2018,12,0.76
Baardheere,Gedo,2602,2019,1,0.85
Baardheere,Gedo,2602,2019,2,0.89
Baardheere,Gedo,2602,2019,3,0.96
Baardheere,Gedo,2602,2019,4,1.06
Baardheere,Gedo,2602,2019,5,1.4
Baardheere,Gedo,2602,2019,6,1.3
Baardheere,Gedo,2602,2019,7,1.4
Baardheere,Gedo,2602,2019,8,1.46
Baardheere,Gedo,2602,2019,9,1.48
Baardheere,Gedo,2602,2019,10,3.42
Baardheere,Gedo,2602,2019,11,3.34
Baardheere,Gedo,2602,2019,12,2.9
Baardheere,Gedo,2602,2020,1,3.03
Baardheere,Gedo,2602,2020,2,3.21
Baardheere,Gedo,2602,2020,3,3.99
Baardheere,Gedo,2602,2020,4,2.52
Baardheere,Gedo,2602,2020,5,1.6
Baardheere,Gedo,2602,2020,6,1.52
Baardheere,Gedo,2602,2020,7,1.69
Baardheere,Gedo,2602,2020,8,1.72
Baardheere,Gedo,2602,2020,9,1.19
Baardheere,Gedo,2602,2020,10,0.67
Baardheere,Gedo,2602,2020,11,0.99
Baardheere,Gedo,2602,2020,12,1.18
Baardheere,Gedo,2602,2021,1,1.02
Baardheere,Gedo,2602,2021,2,1.07
Baardheere,Gedo,2602,2021,3,1.13
Baardheere,Gedo,2602,2021,4,1.03
Baardheere,Gedo,2602,2021,5,0.98
Baardheere,Gedo,2602,2021,6,1.1
Baardheere,Gedo,2602,2021,7,1.15
Baardheere,Gedo,2602,2021,8,1.2
Baardheere,Gedo,2602,2021,9,1.28
Baardheere,Gedo,2602,2021,10,0.92
Baardheere,Gedo,2602,2021,11,0.58
Baardheere,Gedo,2602,2021,12,0.58
Baardheere,Gedo,2602,2022,1,0.64
Baardheere,Gedo,2602,2022,2,0.61
Baardheere,Gedo,2602,2022,3,0.47
Baardheere,Gedo,2602,2022,4,0.53
Baardheere,Gedo,2602,2022,5,0.73
Baardheere,Gedo,2602,2022,6,0.8
Baardheere,Gedo,2602,2022,7,0.87
Baardheere,Gedo,2602,2022,8,0.9
Baardheere,Gedo,2602,2022,9,0.96
Baardheere,Gedo,2602,2022,10,0.85
Baardheere,Gedo,2602,2022,11,0.86
Baardheere,Gedo,2602,2022,12,0.64
Baardheere,Gedo,2602,2023,1,0.55
Baardheere,Gedo,2602,2023,2,0.5
Baardheere,Gedo,2602,2023,3,0.79
Baardheere,Gedo,2602,2023,4,1.36
Baardheere,Gedo,2602,2023,5,1.54
Baardheere,Gedo,2602,2023,6,1.59
Baardheere,Gedo,2602,2023,7,
Badhaadhe,Lower Juba,2803,2013,1,
Badhaadhe,Lower Juba,2803,2013,2,
Badhaadhe,Lower Juba,2803,2013,3,
Badhaadhe,Lower Juba,2803,2013,4,
Badhaadhe,Lower Juba,2803,2013,5,
Badhaadhe,Lower Juba,2803,2013,6,
Badhaadhe,Lower Juba,2803,2013,7,
Badhaadhe,Lower Juba,2803,2013,8,
Badhaadhe,Lower Juba,2803,2013,9,
Badhaadhe,Lower Juba,2803,2013,10,
Badhaadhe,Lower Juba,2803,2013,11,
Badhaadhe,Lower Juba,2803,2013,12,
Badhaadhe,Lower Juba,2803,2014,1,
Badhaadhe,Lower Juba,2803,2014,2,
Badhaadhe,Lower Juba,2803,2014,3,
Badhaadhe,Lower Juba,2803,2014,4,
Badhaadhe,Lower Juba,2803,2014,5,
Badhaadhe,Lower Juba,2803,2014,6,
Badhaadhe,Lower Juba,2803,2014,7,
Badhaadhe,Lower Juba,2803,2014,8,
Badhaadhe,Lower Juba,2803,2014,9,
Badhaadhe,Lower Juba,2803,2014,10,
Badhaadhe,Lower Juba,2803,2014,11,
Badhaadhe,Lower Juba,2803,2014,12,
Badhaadhe,Lower Juba,2803,2015,1,0.77
Badhaadhe,Lower Juba,2803,2015,2,0.58
Badhaadhe,Lower Juba,2803,2015,3,0.86
Badhaadhe,Lower Juba,2803,2015,4,1.23
Badhaadhe,Lower Juba,2803,2015,5,1.14
Badhaadhe,Lower Juba,2803,2015,6,0.99
Badhaadhe,Lower Juba,2803,2015,7,0.72
Badhaadhe,Lower Juba,2803,2015,8,0.81
Badhaadhe,Lower Juba,2803,2015,9,0.82
Badhaadhe,Lower Juba,2803,2015,10,0.91
Badhaadhe,Lower Juba,2803,2015,11,1.22
Badhaadhe,Lower Juba,2803,2015,12,1.44
Badhaadhe,Lower Juba,2803,2016,1,1.36
