district,y,m,pop
Caynabo,2019,2,67817
Ceel Afweyn,2019,2,90721
Ceel Barde,2019,2,55090
Ceel Buur,2019,2,105984
Ceel Dheer,2019,2,108975
Ceel Waaq,2019,2,52105
Ceerigaabo,2019,2,232205
Dhuusamarreeb,2019,2,149251
Diinsoor,2019,2,90604
Doolow,2019,2,63030
Eyl,2019,2,82017
Gaalkacyo,2019,2,444094
Galdogob,2019,2,168311
Garbahaarey,2019,2,122155
Garoowe,2019,2,205791
Gebiley,2019,2,156360
Hargeysa,2019,2,1127409
Hobyo,2019,2,99953
Iskushuban,2019,2,78141
Jalalaqsi,2019,2,95183
Jamaame,2019,2,149109
Jariiban,2019,2,102655
Jilib,2019,2,164409
Jowhar,2019,2,319760
Kismaayo,2019,2,304519
Kurtunwaarey,2019,2,132729
Laas Caanood,2019,2,196126
Laasqoray,2019,2,205000
Lughaye,2019,2,73414
Luuq,2019,2,99182
Marka,2019,2,264283
Owdweyne,2019,2,83287
Qandala,2019,2,144864
Qansax Dheere,2019,2,80602
Qardho,2019,2,189668
Qoryooley,2019,2,244170
Rab Dhuure,2019,2,48835
Saakow,2019,2,128025
Sablaale,2019,2,47506
Sheikh,2019,2,83829
Taleex,2019,2,68640
Tayeeglow,2019,2,92548
Waajid,2019,2,84613
Wanla Weyn,2019,2,221370
Xarardheere,2019,2,72037
Xudun,2019,2,62597
Xudur,2019,2,120110
Zeylac,2019,2,67486
Adan Yabaal,2019,3,85226
Afgooye,2019,3,396848
Afmadow,2019,3,179810
Baardheere,2019,3,165163
Badhaadhe,2019,3,79444
Baki,2019,3,70170
Balcad,2019,3,197028
Banadir,2019,3,2271377
Bandarbeyla,2019,3,28414
Baraawe,2019,3,90784
Baydhaba,2019,3,568422
Belet Weyne,2019,3,280727
Belet Xaawo,2019,3,93550
Berbera,2019,3,161811
Borama,2019,3,751679
Bossaso,2019,3,418380
Bu'aale,2019,3,101179
Bulo Burto,2019,3,164113
Burco,2019,3,471060
Burtinle,2019,3,86044
Buuhoodle,2019,3,65272
Buur Hakaba,2019,3,145217
Cabudwaaq,2019,3,87653
Cadaado,2019,3,96477
Cadale,2019,3,74684
Caluula,2019,3,54276
Caynabo,2019,3,68045
Ceel Afweyn,2019,3,90990
Ceel Barde,2019,3,55090
Ceel Buur,2019,3,105601
Ceel Dheer,2019,3,109166
Ceel Waaq,2019,3,52196
Ceerigaabo,2019,3,233008
Dhuusamarreeb,2019,3,149978
Diinsoor,2019,3,90779
Doolow,2019,3,63184
Eyl,2019,3,82171
Gaalkacyo,2019,3,445480
Galdogob,2019,3,168530
Garbahaarey,2019,3,122420
Garoowe,2019,3,206032
Gebiley,2019,3,156537
Hargeysa,2019,3,1129304
Hobyo,2019,3,99522
Iskushuban,2019,3,78283
Jalalaqsi,2019,3,95368
Jamaame,2019,3,148937
Jariiban,2019,3,103022
Jilib,2019,3,164454
Jowhar,2019,3,320286
Kismaayo,2019,3,305554
Kurtunwaarey,2019,3,132458
Laas Caanood,2019,3,197394
Laasqoray,2019,3,204448
Lughaye,2019,3,73684
Luuq,2019,3,99305
Marka,2019,3,265069
Owdweyne,2019,3,83482
Qandala,2019,3,145060
Qansax Dheere,2019,3,80648
Qardho,2019,3,190751
Qoryooley,2019,3,242952
Rab Dhuure,2019,3,48128
Saakow,2019,3,128689
Sablaale,2019,3,47690
Sheikh,2019,3,83945
Taleex,2019,3,68215
Tayeeglow,2019,3,93367
Waajid,2019,3,85398
Wanla Weyn,2019,3,221575
Xarardheere,2019,3,72310
Xudun,2019,3,62117
Xudur,2019,3,120224
Zeylac,2019,3,67486
Adan Yabaal,2019,4,85373
Afgooye,2019,4,391807
Afmadow,2019,4,179972
Baardheere,2019,4,165560
Badhaadhe,2019,4,79534
Baki,2019,4,70221
Balcad,2019,4,197390
Banadir,2019,4,2280263
Bandarbeyla,2019,4,28494
Baraawe,2019,4,90881
Baydhaba,2019,4,568800
Belet Weyne,2019,4,281241
Belet Xaawo,2019,4,93681
Berbera,2019,4,162065
Borama,2019,4,752933
Bossaso,2019,4,418964
Bu'aale,2019,4,101114
Bulo Burto,2019,4,164438
Burco,2019,4,471864
Burtinle,2019,4,86194
Buuhoodle,2019,4,65484
Buur Hakaba,2019,4,145484
Cabudwaaq,2019,4,87876
Cadaado,2019,4,96579
Cadale,2019,4,74824
Caluula,2019,4,54304
Caynabo,2019,4,68289
Ceel Afweyn,2019,4,91186
Ceel Barde,2019,4,55005
Ceel Buur,2019,4,105827
Ceel Dheer,2019,4,109329
Ceel Waaq,2019,4,52286
Ceerigaabo,2019,4,233295
Dhuusamarreeb,2019,4,150093
Diinsoor,2019,4,90961
Doolow,2019,4,63255
Eyl,2019,4,82327
Gaalkacyo,2019,4,446037
Galdogob,2019,4,168840
Garbahaarey,2019,4,122694
Garoowe,2019,4,206310
Gebiley,2019,4,156716
Hargeysa,2019,4,1131165
Hobyo,2019,4,99749
Iskushuban,2019,4,78495
Jalalaqsi,2019,4,95495
Jamaame,2019,4,149076
Jariiban,2019,4,103151
Jilib,2019,4,164643
Jowhar,2019,4,320896
Kismaayo,2019,4,306322
Kurtunwaarey,2019,4,133208
Laas Caanood,2019,4,197733
Laasqoray,2019,4,204792
Lughaye,2019,4,73785
Luuq,2019,4,99500
Marka,2019,4,266325
Owdweyne,2019,4,83684
Qandala,2019,4,145275
Qansax Dheere,2019,4,80817
Qardho,2019,4,191467
Qoryooley,2019,4,243249
Rab Dhuure,2019,4,48718
Saakow,2019,4,129261
Sablaale,2019,4,47797
Sheikh,2019,4,84076
Taleex,2019,4,68258
Tayeeglow,2019,4,93713
Waajid,2019,4,85640
Wanla Weyn,2019,4,221559
Xarardheere,2019,4,72586
Xudun,2019,4,62011
Xudur,2019,4,120394
Zeylac,2019,4,67594
Adan Yabaal,2019,5,85514
Afgooye,2019,5,389754
Afmadow,2019,5,180278
Baardheere,2019,5,165763
Badhaadhe,2019,5,79611
Baki,2019,5,70307
Balcad,2019,5,196868
Banadir,2019,5,2295145
Bandarbeyla,2019,5,28316
Baraawe,2019,5,90955
Baydhaba,2019,5,569461
Belet Weyne,2019,5,281670
Belet Xaawo,2019,5,93808
Berbera,2019,5,162306
Borama,2019,5,754147
Bossaso,2019,5,419346
Bu'aale,2019,5,101212
Bulo Burto,2019,5,164735
Burco,2019,5,472607
Burtinle,2019,5,86299
Buuhoodle,2019,5,65649
Buur Hakaba,2019,5,145646
Cabudwaaq,2019,5,88117
Cadaado,2019,5,97233
Cadale,2019,5,74961
Caluula,2019,5,54353
Caynabo,2019,5,68521
Ceel Afweyn,2019,5,91288
Ceel Barde,2019,5,55121
Ceel Buur,2019,5,106039
Ceel Dheer,2019,5,109520
Ceel Waaq,2019,5,52376
Ceerigaabo,2019,5,233693
Dhuusamarreeb,2019,5,150790
Diinsoor,2019,5,90885
Doolow,2019,5,63305
Eyl,2019,5,82483
Gaalkacyo,2019,5,446822
Galdogob,2019,5,169301
Garbahaarey,2019,5,123020
Garoowe,2019,5,206568
Gebiley,2019,5,156898
Hargeysa,2019,5,1132978
Hobyo,2019,5,99995
Iskushuban,2019,5,78672
Jalalaqsi,2019,5,95600
Jamaame,2019,5,149071
Jariiban,2019,5,103261
Jilib,2019,5,164850
Jowhar,2019,5,321499
Kismaayo,2019,5,307197
Kurtunwaarey,2019,5,125908
Laas Caanood,2019,5,198034
Laasqoray,2019,5,205134
Lughaye,2019,5,74048
Luuq,2019,5,99644
Marka,2019,5,267219
Owdweyne,2019,5,83884
Qandala,2019,5,145430
Qansax Dheere,2019,5,81084
Qardho,2019,5,192464
Qoryooley,2019,5,243243
Rab Dhuure,2019,5,48937
Saakow,2019,5,129902
Sablaale,2019,5,47884
Sheikh,2019,5,84208
Taleex,2019,5,68447
Tayeeglow,2019,5,93959
Waajid,2019,5,85892
Wanla Weyn,2019,5,221826
Xarardheere,2019,5,71762
Xudun,2019,5,61894
Xudur,2019,5,120637
Zeylac,2019,5,67554
Adan Yabaal,2019,6,85668
Afgooye,2019,6,389434
Afmadow,2019,6,180616
Baardheere,2019,6,165749
Badhaadhe,2019,6,79662
Baki,2019,6,70420
Balcad,2019,6,196469
Banadir,2019,6,2300933
Bandarbeyla,2019,6,28053
Baraawe,2019,6,91115
Baydhaba,2019,6,569928
Belet Weyne,2019,6,279653
Belet Xaawo,2019,6,93937
Berbera,2019,6,162535
Borama,2019,6,755335
Bossaso,2019,6,419849
Bu'aale,2019,6,101321
Bulo Burto,2019,6,165045
Burco,2019,6,473375
Burtinle,2019,6,86447
Buuhoodle,2019,6,65833
Buur Hakaba,2019,6,145949
Cabudwaaq,2019,6,88362
Cadaado,2019,6,97587
Cadale,2019,6,75012
Caluula,2019,6,54433
Caynabo,2019,6,68717
Ceel Afweyn,2019,6,91385
Ceel Barde,2019,6,55254
Ceel Buur,2019,6,106260
Ceel Dheer,2019,6,109710
Ceel Waaq,2019,6,52266
Ceerigaabo,2019,6,234097
Dhuusamarreeb,2019,6,153784
Diinsoor,2019,6,90487
Doolow,2019,6,63357
Eyl,2019,6,82643
Gaalkacyo,2019,6,447692
Galdogob,2019,6,169512
Garbahaarey,2019,6,123334
Garoowe,2019,6,206861
Gebiley,2019,6,157082
Hargeysa,2019,6,1134716
Hobyo,2019,6,100202
Iskushuban,2019,6,78906
Jalalaqsi,2019,6,95712
Jamaame,2019,6,149109
Jariiban,2019,6,103395
Jilib,2019,6,165067
Jowhar,2019,6,322774
Kismaayo,2019,6,307961
Kurtunwaarey,2019,6,128186
Laas Caanood,2019,6,198069
Laasqoray,2019,6,205247
Lughaye,2019,6,74178
Luuq,2019,6,99790
Marka,2019,6,267730
Owdweyne,2019,6,84085
Qandala,2019,6,145560
Qansax Dheere,2019,6,81132
Qardho,2019,6,193626
Qoryooley,2019,6,243387
Rab Dhuure,2019,6,49346
Saakow,2019,6,131060
Sablaale,2019,6,48021
Sheikh,2019,6,84332
Taleex,2019,6,68714
Tayeeglow,2019,6,94132
Waajid,2019,6,86413
Wanla Weyn,2019,6,221994
Xarardheere,2019,6,71069
Xudun,2019,6,62024
Xudur,2019,6,120879
Zeylac,2019,6,67651
Adan Yabaal,2019,7,85773
Afgooye,2019,7,384007
Afmadow,2019,7,180952
Baardheere,2019,7,165868
Badhaadhe,2019,7,79696
Baki,2019,7,70520
Balcad,2019,7,196346
Banadir,2019,7,2312883
Bandarbeyla,2019,7,27896
Baraawe,2019,7,91240
Baydhaba,2019,7,575721
Belet Weyne,2019,7,280304
Belet Xaawo,2019,7,94071
Berbera,2019,7,162796
Borama,2019,7,756541
Bossaso,2019,7,420066
Bu'aale,2019,7,101423
Bulo Burto,2019,7,165185
Burco,2019,7,474098
Burtinle,2019,7,86457
Buuhoodle,2019,7,65972
Buur Hakaba,2019,7,145618
Cabudwaaq,2019,7,88573
Cadaado,2019,7,97730
Cadale,2019,7,75195
Caluula,2019,7,54439
Caynabo,2019,7,68953
Ceel Afweyn,2019,7,91668
Ceel Barde,2019,7,55295
Ceel Buur,2019,7,106453
Ceel Dheer,2019,7,109901
Ceel Waaq,2019,7,52360
Ceerigaabo,2019,7,233969
Dhuusamarreeb,2019,7,153976
Diinsoor,2019,7,89128
Doolow,2019,7,63410
Eyl,2019,7,82799
Gaalkacyo,2019,7,449001
Galdogob,2019,7,169792
Garbahaarey,2019,7,123578
Garoowe,2019,7,207023
Gebiley,2019,7,157268
Hargeysa,2019,7,1136556
Hobyo,2019,7,100340
Iskushuban,2019,7,79083
Jalalaqsi,2019,7,95830
Jamaame,2019,7,148918
Jariiban,2019,7,103531
Jilib,2019,7,165285
Jowhar,2019,7,323346
Kismaayo,2019,7,308865
Kurtunwaarey,2019,7,128962
Laas Caanood,2019,7,198430
Laasqoray,2019,7,205506
Lughaye,2019,7,74307
Luuq,2019,7,99919
Marka,2019,7,268413
Owdweyne,2019,7,84286
Qandala,2019,7,145697
Qansax Dheere,2019,7,78827
Qardho,2019,7,194767
Qoryooley,2019,7,242518
Rab Dhuure,2019,7,49293
Saakow,2019,7,131810
Sablaale,2019,7,48091
Sheikh,2019,7,84453
Taleex,2019,7,68922
Tayeeglow,2019,7,94312
Waajid,2019,7,86375
Wanla Weyn,2019,7,221687
Xarardheere,2019,7,71386
Xudun,2019,7,62114
Xudur,2019,7,121090
Zeylac,2019,7,67747
Adan Yabaal,2019,8,85915
Afgooye,2019,8,380734
Afmadow,2019,8,181276
Baardheere,2019,8,165460
Badhaadhe,2019,8,79722
Baki,2019,8,70633
Balcad,2019,8,196761
Banadir,2019,8,2319480
Bandarbeyla,2019,8,27477
Baraawe,2019,8,91178
Baydhaba,2019,8,576379
Belet Weyne,2019,8,280804
Belet Xaawo,2019,8,94206
Berbera,2019,8,163059
Borama,2019,8,757725
Bossaso,2019,8,420447
Bu'aale,2019,8,101545
Bulo Burto,2019,8,165510
Burco,2019,8,474900
Burtinle,2019,8,86529
Buuhoodle,2019,8,66167
Buur Hakaba,2019,8,145691
Cabudwaaq,2019,8,88808
Cadaado,2019,8,97857
Cadale,2019,8,75326
Caluula,2019,8,54449
Caynabo,2019,8,69164
Ceel Afweyn,2019,8,91794
Ceel Barde,2019,8,55328
Ceel Buur,2019,8,108413
Ceel Dheer,2019,8,110091
Ceel Waaq,2019,8,52453
Ceerigaabo,2019,8,234296
Dhuusamarreeb,2019,8,152316
Diinsoor,2019,8,89156
Doolow,2019,8,63465
Eyl,2019,8,82950
Gaalkacyo,2019,8,450575
Galdogob,2019,8,170026
Garbahaarey,2019,8,123904
Garoowe,2019,8,207255
Gebiley,2019,8,157455
Hargeysa,2019,8,1138028
Hobyo,2019,8,100542
Iskushuban,2019,8,79336
Jalalaqsi,2019,8,95965
Jamaame,2019,8,148934
Jariiban,2019,8,103668
Jilib,2019,8,165462
Jowhar,2019,8,323932
Kismaayo,2019,8,309805
Kurtunwaarey,2019,8,129590
Laas Caanood,2019,8,198464
Laasqoray,2019,8,205790
Lughaye,2019,8,74437
Luuq,2019,8,100067
Marka,2019,8,269650
Owdweyne,2019,8,84446
Qandala,2019,8,145825
Qansax Dheere,2019,8,79025
Qardho,2019,8,195682
Qoryooley,2019,8,243215
Rab Dhuure,2019,8,49722
Saakow,2019,8,133519
Sablaale,2019,8,48151
Sheikh,2019,8,84581
Taleex,2019,8,69102
Tayeeglow,2019,8,94840
Waajid,2019,8,86622
Wanla Weyn,2019,8,221691
Xarardheere,2019,8,71694
Xudun,2019,8,62284
Xudur,2019,8,121078
Zeylac,2019,8,67858
Adan Yabaal,2019,9,86058
Afgooye,2019,9,375503
Afmadow,2019,9,181730
Baardheere,2019,9,165502
Badhaadhe,2019,9,79826
Baki,2019,9,70671
Balcad,2019,9,197080
Banadir,2019,9,2330081
Bandarbeyla,2019,9,27137
Baraawe,2019,9,91311
Baydhaba,2019,9,577603
Belet Weyne,2019,9,281433
Belet Xaawo,2019,9,94334
Berbera,2019,9,163296
Borama,2019,9,759046
Bossaso,2019,9,421246
Bu'aale,2019,9,101709
Bulo Burto,2019,9,165808
Burco,2019,9,475633
Burtinle,2019,9,86590
Buuhoodle,2019,9,66341
Buur Hakaba,2019,9,145664
Cabudwaaq,2019,9,89042
Cadaado,2019,9,97967
Cadale,2019,9,75465
Caluula,2019,9,54417
Caynabo,2019,9,69367
Ceel Afweyn,2019,9,91925
Ceel Barde,2019,9,55410
Ceel Buur,2019,9,108503
Ceel Dheer,2019,9,110282
Ceel Waaq,2019,9,52546
Ceerigaabo,2019,9,234643
Dhuusamarreeb,2019,9,152649
Diinsoor,2019,9,88795
Doolow,2019,9,63521
Eyl,2019,9,83109
Gaalkacyo,2019,9,451585
Galdogob,2019,9,170323
Garbahaarey,2019,9,124207
Garoowe,2019,9,207529
Gebiley,2019,9,157652
Hargeysa,2019,9,1139796
Hobyo,2019,9,100675
Iskushuban,2019,9,79697
Jalalaqsi,2019,9,96067
Jamaame,2019,9,148686
Jariiban,2019,9,103806
Jilib,2019,9,165616
Jowhar,2019,9,324500
Kismaayo,2019,9,310900
Kurtunwaarey,2019,9,130440
Laas Caanood,2019,9,198514
Laasqoray,2019,9,206105
Lughaye,2019,9,74489
Luuq,2019,9,100214
Marka,2019,9,271253
Owdweyne,2019,9,84637
Qandala,2019,9,145958
Qansax Dheere,2019,9,79098
Qardho,2019,9,196483
Qoryooley,2019,9,241020
Rab Dhuure,2019,9,49999
Saakow,2019,9,134240
Sablaale,2019,9,48259
Sheikh,2019,9,84751
Taleex,2019,9,69387
Tayeeglow,2019,9,94907
Waajid,2019,9,86869
Wanla Weyn,2019,9,222061
Xarardheere,2019,9,71750
Xudun,2019,9,62338
Xudur,2019,9,121393
Zeylac,2019,9,67969
Adan Yabaal,2019,10,86205
Afgooye,2019,10,365155
Afmadow,2019,10,182092
Baardheere,2019,10,165852
Badhaadhe,2019,10,79915
Baki,2019,10,70738
Balcad,2019,10,197009
Banadir,2019,10,2344539
Bandarbeyla,2019,10,27030
Baraawe,2019,10,91441
Baydhaba,2019,10,577744
Belet Weyne,2019,10,282113
Belet Xaawo,2019,10,94470
Berbera,2019,10,163554
Borama,2019,10,760301
Bossaso,2019,10,422056
Bu'aale,2019,10,101159
Bulo Burto,2019,10,165809
Burco,2019,10,476412
Burtinle,2019,10,86657
Buuhoodle,2019,10,66495
Buur Hakaba,2019,10,145924
Cabudwaaq,2019,10,89278
Cadaado,2019,10,98376
Cadale,2019,10,75597
Caluula,2019,10,54461
Caynabo,2019,10,69543
Ceel Afweyn,2019,10,91975
Ceel Barde,2019,10,55547
Ceel Buur,2019,10,108684
Ceel Dheer,2019,10,110472
Ceel Waaq,2019,10,52638
Ceerigaabo,2019,10,235095
Dhuusamarreeb,2019,10,152896
Diinsoor,2019,10,88592
Doolow,2019,10,63593
Eyl,2019,10,83259
Gaalkacyo,2019,10,452453
Galdogob,2019,10,170617
Garbahaarey,2019,10,124412
Garoowe,2019,10,207696
Gebiley,2019,10,157843
Hargeysa,2019,10,1141652
Hobyo,2019,10,100838
Iskushuban,2019,10,80026
Jalalaqsi,2019,10,96206
Jamaame,2019,10,148388
Jariiban,2019,10,103941
Jilib,2019,10,165855
Jowhar,2019,10,325096
Kismaayo,2019,10,311965
Kurtunwaarey,2019,10,131765
Laas Caanood,2019,10,198471
Laasqoray,2019,10,206413
Lughaye,2019,10,74583
Luuq,2019,10,100930
Marka,2019,10,271691
Owdweyne,2019,10,84837
Qandala,2019,10,145805
Qansax Dheere,2019,10,79512
Qardho,2019,10,197340
Qoryooley,2019,10,241300
Rab Dhuure,2019,10,50386
Saakow,2019,10,135486
Sablaale,2019,10,48391
Sheikh,2019,10,84877
Taleex,2019,10,69699
Tayeeglow,2019,10,95101
Waajid,2019,10,86686
Wanla Weyn,2019,10,222178
Xarardheere,2019,10,71792
Xudun,2019,10,62494
Xudur,2019,10,121656
Zeylac,2019,10,68079
Adan Yabaal,2019,11,86359
Afgooye,2019,11,365370
Afmadow,2019,11,182291
Baardheere,2019,11,166070
Badhaadhe,2019,11,80033
Baki,2019,11,70811
Balcad,2019,11,196995
Banadir,2019,11,2348244
Bandarbeyla,2019,11,27398
Baraawe,2019,11,91610
Baydhaba,2019,11,577748
Belet Weyne,2019,11,377427
Belet Xaawo,2019,11,94706
Berbera,2019,11,163783
Borama,2019,11,761515
Bossaso,2019,11,422885
Bu'aale,2019,11,100806
Bulo Burto,2019,11,166104
Burco,2019,11,477168
Burtinle,2019,11,86770
Buuhoodle,2019,11,66637
Buur Hakaba,2019,11,146186
Cabudwaaq,2019,11,89507
Cadaado,2019,11,98487
Cadale,2019,11,75736
Caluula,2019,11,54360
Caynabo,2019,11,69748
Ceel Afweyn,2019,11,92022
Ceel Barde,2019,11,55682
Ceel Buur,2019,11,108876
Ceel Dheer,2019,11,110638
Ceel Waaq,2019,11,52720
Ceerigaabo,2019,11,235542
Dhuusamarreeb,2019,11,154023
Diinsoor,2019,11,88866
Doolow,2019,11,63936
Eyl,2019,11,83417
Gaalkacyo,2019,11,453435
Galdogob,2019,11,170920
Garbahaarey,2019,11,124577
Garoowe,2019,11,207929
Gebiley,2019,11,158037
Hargeysa,2019,11,1143447
Hobyo,2019,11,100900
Iskushuban,2019,11,80336
Jalalaqsi,2019,11,96475
Jamaame,2019,11,148078
Jariiban,2019,11,104077
Jilib,2019,11,166134
Jowhar,2019,11,325492
Kismaayo,2019,11,313070
Kurtunwaarey,2019,11,132699
Laas Caanood,2019,11,198528
Laasqoray,2019,11,206763
Lughaye,2019,11,74732
Luuq,2019,11,101445
Marka,2019,11,272518
Owdweyne,2019,11,85034
Qandala,2019,11,145882
Qansax Dheere,2019,11,79981
Qardho,2019,11,197530
Qoryooley,2019,11,242020
Rab Dhuure,2019,11,50432
Saakow,2019,11,136291
Sablaale,2019,11,48596
Sheikh,2019,11,85005
Taleex,2019,11,69922
Tayeeglow,2019,11,95588
Waajid,2019,11,86832
Wanla Weyn,2019,11,222632
Xarardheere,2019,11,71088
Xudun,2019,11,62662
Xudur,2019,11,121878
Zeylac,2019,11,68190
Adan Yabaal,2019,12,86513
Afgooye,2019,12,365424
Afmadow,2019,12,182517
Baardheere,2019,12,166035
Badhaadhe,2019,12,80147
Baki,2019,12,70927
Balcad,2019,12,197021
Banadir,2019,12,2351143
Bandarbeyla,2019,12,27680
Baraawe,2019,12,91801
Baydhaba,2019,12,577876
Belet Weyne,2019,12,378912
Belet Xaawo,2019,12,94940
Berbera,2019,12,163896
Borama,2019,12,762653
Bossaso,2019,12,424124
Bu'aale,2019,12,100652
Bulo Burto,2019,12,166436
Burco,2019,12,477884
Burtinle,2019,12,86832
Buuhoodle,2019,12,66783
Buur Hakaba,2019,12,146563
Cabudwaaq,2019,12,89740
Cadaado,2019,12,98620
Cadale,2019,12,75863
Caluula,2019,12,54393
Caynabo,2019,12,69943
Ceel Afweyn,2019,12,92140
Ceel Barde,2019,12,55811
Ceel Buur,2019,12,109069
Ceel Dheer,2019,12,110829
Ceel Waaq,2019,12,52832
Ceerigaabo,2019,12,235940
Dhuusamarreeb,2019,12,154123
Diinsoor,2019,12,88957
Doolow,2019,12,64119
Eyl,2019,12,83566
Gaalkacyo,2019,12,454868
Galdogob,2019,12,171215
Garbahaarey,2019,12,124784
Garoowe,2019,12,208059
Gebiley,2019,12,158232
Hargeysa,2019,12,1145245
Hobyo,2019,12,100710
Iskushuban,2019,12,80430
Jalalaqsi,2019,12,100285
Jamaame,2019,12,147984
Jariiban,2019,12,104219
Jilib,2019,12,166373
Jowhar,2019,12,326056
Kismaayo,2019,12,313981
Kurtunwaarey,2019,12,133495
Laas Caanood,2019,12,198541
Laasqoray,2019,12,207082
Lughaye,2019,12,74893
Luuq,2019,12,101789
Marka,2019,12,274158
Owdweyne,2019,12,85238
Qandala,2019,12,145961
Qansax Dheere,2019,12,80417
Qardho,2019,12,197733
Qoryooley,2019,12,242303
Rab Dhuure,2019,12,50725
Saakow,2019,12,137299
Sablaale,2019,12,48807
Sheikh,2019,12,85129
Taleex,2019,12,69993
Tayeeglow,2019,12,95748
Waajid,2019,12,86921
Wanla Weyn,2019,12,223091
Xarardheere,2019,12,71362
Xudun,2019,12,62827
Xudur,2019,12,122117
Zeylac,2019,12,68337
Adan Yabaal,2020,1,86667
Afgooye,2020,1,365381
Afmadow,2020,1,182800
Baardheere,2020,1,166297
Badhaadhe,2020,1,80251
Baki,2020,1,71044
Balcad,2020,1,197208
Banadir,2020,1,2353760
Bandarbeyla,2020,1,27891
Baraawe,2020,1,91973
Baydhaba,2020,1,578053
Belet Weyne,2020,1,380637
Belet Xaawo,2020,1,95166
Berbera,2020,1,164137
Borama,2020,1,763800
Bossaso,2020,1,424630
Bu'aale,2020,1,100750
Bulo Burto,2020,1,166716
Burco,2020,1,478654
Burtinle,2020,1,86946
Buuhoodle,2020,1,66920
Buur Hakaba,2020,1,146797
Cabudwaaq,2020,1,89972
Cadaado,2020,1,98726
Cadale,2020,1,75907
Caluula,2020,1,54472
Caynabo,2020,1,70140
Ceel Afweyn,2020,1,92278
Ceel Barde,2020,1,55943
Ceel Buur,2020,1,109263
Ceel Dheer,2020,1,111020
Ceel Waaq,2020,1,52928
Ceerigaabo,2020,1,236304
Dhuusamarreeb,2020,1,154235
Diinsoor,2020,1,88996
Doolow,2020,1,64283
Eyl,2020,1,83724
Gaalkacyo,2020,1,455659
Galdogob,2020,1,171508
Garbahaarey,2020,1,125026
Garoowe,2020,1,208276
Gebiley,2020,1,158428
Hargeysa,2020,1,1147161
Hobyo,2020,1,100977
Iskushuban,2020,1,80562
Jalalaqsi,2020,1,100422
Jamaame,2020,1,147902
Jariiban,2020,1,104363
Jilib,2020,1,166555
Jowhar,2020,1,326650
Kismaayo,2020,1,314939
Kurtunwaarey,2020,1,134495
Laas Caanood,2020,1,198598
Laasqoray,2020,1,207311
Lughaye,2020,1,75033
Luuq,2020,1,102081
Marka,2020,1,275733
Owdweyne,2020,1,85428
Qandala,2020,1,146212
Qansax Dheere,2020,1,80693
Qardho,2020,1,198576
Qoryooley,2020,1,242418
Rab Dhuure,2020,1,50892
Saakow,2020,1,137858
Sablaale,2020,1,49014
Sheikh,2020,1,85274
Taleex,2020,1,70057
Tayeeglow,2020,1,95882
Waajid,2020,1,87081
Wanla Weyn,2020,1,223558
Xarardheere,2020,1,71664
Xudun,2020,1,62985
Xudur,2020,1,122397
Zeylac,2020,1,68481
Adan Yabaal,2020,2,86820
Afgooye,2020,2,364865
Afmadow,2020,2,183284
Baardheere,2020,2,166505
Badhaadhe,2020,2,80383
Baki,2020,2,71273
Balcad,2020,2,197645
Banadir,2020,2,2357040
Bandarbeyla,2020,2,28074
Baraawe,2020,2,92139
Baydhaba,2020,2,578638
Belet Weyne,2020,2,381438
Belet Xaawo,2020,2,95217
Berbera,2020,2,164258
Borama,2020,2,764585
Bossaso,2020,2,425771
Bu'aale,2020,2,100855
Bulo Burto,2020,2,167012
Burco,2020,2,479335
Burtinle,2020,2,87060
Buuhoodle,2020,2,67079
Buur Hakaba,2020,2,146988
Cabudwaaq,2020,2,90201
Cadaado,2020,2,98847
Cadale,2020,2,76047
Caluula,2020,2,54247
Caynabo,2020,2,70331
Ceel Afweyn,2020,2,92460
Ceel Barde,2020,2,56074
Ceel Buur,2020,2,109457
Ceel Dheer,2020,2,111186
Ceel Waaq,2020,2,53022
Ceerigaabo,2020,2,236615
Dhuusamarreeb,2020,2,154384
Diinsoor,2020,2,89186
Doolow,2020,2,64482
Eyl,2020,2,83876
Gaalkacyo,2020,2,456703
Galdogob,2020,2,171822
Garbahaarey,2020,2,125238
Garoowe,2020,2,208499
Gebiley,2020,2,158627
Hargeysa,2020,2,1148968
Hobyo,2020,2,101176
Iskushuban,2020,2,80957
Jalalaqsi,2020,2,100583
Jamaame,2020,2,148248
Jariiban,2020,2,104508
Jilib,2020,2,166801
Jowhar,2020,2,327228
Kismaayo,2020,2,315322
Kurtunwaarey,2020,2,135350
Laas Caanood,2020,2,198687
Laasqoray,2020,2,207624
Lughaye,2020,2,75241
Luuq,2020,2,102304
Marka,2020,2,276445
Owdweyne,2020,2,85617
Qandala,2020,2,146024
Qansax Dheere,2020,2,80876
Qardho,2020,2,199157
Qoryooley,2020,2,242723
Rab Dhuure,2020,2,51067
Saakow,2020,2,138303
Sablaale,2020,2,49199
Sheikh,2020,2,85415
Taleex,2020,2,70022
Tayeeglow,2020,2,95981
Waajid,2020,2,87406
Wanla Weyn,2020,2,224223
Xarardheere,2020,2,71921
Xudun,2020,2,63141
Xudur,2020,2,122688
Zeylac,2020,2,68796
Adan Yabaal,2020,3,86974
Afgooye,2020,3,367500
Afmadow,2020,3,183616
Baardheere,2020,3,166657
Badhaadhe,2020,3,80508
Baki,2020,3,71425
Balcad,2020,3,198064
Banadir,2020,3,2379906
Bandarbeyla,2020,3,27967
